|input_text|target_text
303|source target factuality: Top Israeli officials sent strong new signals Sunday that Israel wants to withdraw from southern Lebanon, where a costly war of attrition has been steadily claiming soldiers' lives.|"Top Israeli officials sent strong new [signals|true][sent|true] strong new signals Sunday that Israel [wants|possibly true] to [withdraw|unknown] from southern Lebanon, where a costly [war|true] of attrition has been steadily [claiming|true] soldiers' lives."
304|source target factuality: Prime Minister Benjamin Netanyahu told his Cabinet on Sunday that Israel was willing to withdraw from southern Lebanon provided Israel's northern frontier could be secured.|"Prime Minister Benjamin Netanyahu told his Cabinet on Sunday that Israel was willing to [withdraw|unknown] from southern Lebanon provided Israel's northern frontier could be [secured|unknown][willing|unknown][told|true] his Cabinet on Sunday that Israel was willing to withdraw from southern Lebanon provided Israel's northern frontier could be secured."
305|"source target factuality: ""If the Lebanese government will cooperate with us in making appropriate security arrangements in south Lebanon, we will be happy to get out of Lebanon in the framework of implementation of U.N. Resolution 425,"" Netanyahu told his ministers."|"""If the Lebanese government will [cooperate|unknown] with us in [making|unknown] appropriate security arrangements in south Lebanon, we will be happy to [get|unknown] out of Lebanon in the framework of implementation of U.N. Resolution 425,"" Netanyahu [told|true] his ministers."
306|source target factuality: That 1978 resolution calls for Israel's unconditional withdrawal from the self-declared security zone it occupies in south Lebanon, and for the deployment of the Lebanese army and U.N. forces to ensure security along the Lebanese-Israeli border.|"That 1978 [resolution|true] [calls|true] for Israel's unconditional [withdrawal|unknown] from the self-declared security zone it [occupies|true] in south Lebanon, and for the [deployment|unknown] of the Lebanese army and U.N. forces to [ensure|unknown] security along the Lebanese-Israeli border."
307|"source target factuality: On Friday, Netanyahu said he had ""no qualms"" about implementing the U.N. resolution, as long as Israel had ""the necessary security safeguards."""|"On Friday, Netanyahu [said|true] he had ""no qualms"" about [implementing|unknown] the U.N. resolution, as long as Israel [had|unknown] ""the necessary security safeguards."""
308|source target factuality: Cabinet minister Michael Eitan said Sunday that Netanyahu's remarks marked a substantive change in Israel's position.|"Cabinet minister Michael Eitan [said|true] Sunday that Netanyahu's [remarks|true] marked a substantive change in Israel's position."
309|"source target factuality: ""We will defend our north from the international border,"" said Eitan, the science minister."|"""We will defend our north from the international border,"" [said|true] Eitan, the science minister."
310|"source target factuality: ""No one wants to stay in Lebanon;"|"""No one wants to [stay|unknown] in Lebanon;"
311|"source target factuality: thus we think it better to withdraw."""|"thus we think it better to [withdraw|unknown]."""
312|source target factuality: Uri Lubrani, Israel's top official for Lebanon affairs, also suggested Israel was willing to modify its political goals in Lebanon.|"Uri Lubrani, Israel's top official for Lebanon affairs, also [suggested|true] Israel was willing to [modify|unknown] its political goals in Lebanon."
313|"source target factuality: ""This is a new thing...it means that we are willing to talk today _ full stop _ about security,"" Lubrani told Israel's Channel One."|"""This is a new thing...it means that we are willing to [talk|unknown] today _ full stop _ about security,"" Lubrani [told|true] Israel's Channel One."
314|source target factuality: As the death toll in Lebanon has mounted, the Israeli government has been faced with a growing grassroots movement calling for Israel's unilateral withdrawal from Lebanon.|"As the death toll in Lebanon has [mounted|true], the Israeli government has been [faced|true] with a growing grassroots [movement|true] [calling|true] for Israel's unilateral [withdrawal|unknown] from Lebanon."
315|source target factuality: Since 1985 _ when the Israelis created a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been killed fighting Hezbollah and other guerrillas.|"Since 1985 _ when the Israelis [created|true] a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been [killed|true] [fighting|true] Hezbollah and other guerrillas."
316|source target factuality: Last week, Hezbollah fighters killed three Israeli soldiers and seriously wounded six others.|"Last week, Hezbollah fighters [killed|true] three Israeli soldiers and seriously [wounded|true] six others."
317|source target factuality: The Israelis suffered a record 39 deaths in southern Lebanon last year.|"The Israelis [suffered|true] a record 39 [deaths|true] in southern Lebanon last year."
318|source target factuality: In addition, 73 soldiers were killed en route to Lebanon when two military helicopters crashed last February.|"In addition, 73 soldiers were [killed|true] en route to Lebanon when two military helicopters [crashed|true] last February."
